timestamp,host,process_name,cpu_percent,memory_mb,disk_write_mb,file_write_count,file_rename_count,network_connections,child_process_count,unsigned_binary,suspicious_extension_changes,entropy_score,shadow_copy_events,label
2026-05-14T03:50:00,host-34,encryptor.exe,87,1016,250.8,367,131,47,0,1,120,7.5,1,suspicious
2026-05-14T03:55:00,host-31,teams.exe,38,1037,44.9,58,12,43,6,0,0,5.9,0,benign
2026-05-14T04:00:00,host-39,encryptor.exe,98,925,416.3,270,275,34,5,0,82,8.6,1,suspicious
2026-05-14T04:05:00,host-31,teams.exe,46,0,34.7,28,0,38,4,0,1,4.8,0,suspicious
2026-05-14T04:10:00,host-10,explorer.exe,40,879,0.0,0,7,16,3,0,0,4.3,0,benign
2026-05-14T04:15:00,host-29,svchost.exe,35,1416,15.3,35,5,39,3,0,0,4.9,0,benign
2026-05-14T04:20:00,host-48,powershell.exe,81,357,111.2,21,94,45,1,0,34,7.3,0,suspicious
2026-05-14T04:25:00,host-09,python.exe,25,974,15.2,25,1,93,0,0,8,4.6,0,benign
2026-05-14T04:30:00,host-47,svchost.exe,21,680,60.2,60,8,41,1,0,3,4.4,0,benign
2026-05-14T04:35:00,host-03,excel.exe,27,274,17.7,48,1,38,2,0,2,4.4,0,benign
2026-05-14T04:40:00,host-54,outlook.exe,19,656,58.6,89,5,27,3,0,1,4.5,0,benign
2026-05-14T04:45:00,host-08,miner.exe,99,1252,25.7,2,0,44,0,1,0,4.1,0,suspicious
2026-05-14T04:50:00,host-04,explorer.exe,40,1323,38.5,59,3,17,0,0,3,3.9,0,benign
2026-05-14T04:55:00,host-54,outlook.exe,18,424,0.0,0,1,28,0,0,1,4.7,0,benign
2026-05-14T05:00:00,host-14,teams.exe,27,269,33.5,7,8,22,4,0,0,4.5,0,benign
2026-05-14T05:05:00,host-42,miner.exe,96,1940,0.9,28,0,26,3,0,2,5.2,0,suspicious
2026-05-14T05:10:00,host-28,encryptor.exe,82,1160,369.2,263,280,11,6,0,87,8.9,1,suspicious
2026-05-14T05:15:00,host-44,svchost.exe,15,1208,66.6,57,6,47,0,0,0,3.9,0,benign
2026-05-14T05:20:00,host-11,teams.exe,8,676,51.2,41,0,44,1,0,0,4.9,0,benign
2026-05-14T05:25:00,host-27,teams.exe,10,1035,14.4,31,3,32,2,0,0,4.2,1,benign
2026-05-14T05:30:00,host-12,excel.exe,12,760,0.0,97,3,34,1,0,0,4.2,0,benign
2026-05-14T05:35:00,host-22,encryptor.exe,102,1532,478.7,467,220,16,1,1,87,9.4,1,suspicious
2026-05-14T05:40:00,host-57,excel.exe,56,389,7.9,4,0,47,2,0,2,3.2,0,benign
2026-05-14T05:45:00,host-04,outlook.exe,50,848,0.0,42,4,4,2,0,0,4.7,0,benign
2026-05-14T05:50:00,host-20,outlook.exe,24,940,9.0,56,10,46,3,0,0,3.8,0,benign
2026-05-14T05:55:00,host-07,explorer.exe,1,772,18.3,12,3,19,4,0,2,4.4,0,suspicious
2026-05-14T06:00:00,host-08,rclone.exe,43,539,79.1,0,5,220,6,1,2,5.2,0,suspicious
2026-05-14T06:05:00,host-03,outlook.exe,20,0,5.4,0,4,50,0,0,3,3.2,0,benign
2026-05-14T06:10:00,host-26,excel.exe,2,1007,16.3,59,4,35,0,0,0,4.2,0,benign
2026-05-14T06:15:00,host-11,encryptor.exe,96,808,163.2,429,187,10,5,0,72,8.6,0,suspicious
2026-05-14T06:20:00,host-43,encryptor.exe,92,1699,462.0,301,40,3,5,1,75,8.5,1,suspicious
2026-05-14T06:25:00,host-05,encryptor.exe,93,1138,454.4,204,187,34,2,1,89,8.7,1,suspicious
2026-05-14T06:30:00,host-15,python.exe,47,1218,0.0,46,0,16,4,0,1,2.5,0,benign
2026-05-14T06:35:00,host-25,outlook.exe,21,817,0.0,33,0,0,0,0,0,4.4,0,benign
2026-05-14T06:40:00,host-28,encryptor.exe,73,978,355.1,328,136,0,1,1,62,8.8,1,suspicious
2026-05-14T06:45:00,host-59,teams.exe,23,1296,15.7,55,0,0,3,0,2,4.0,0,benign
2026-05-14T06:50:00,host-02,teams.exe,56,741,3.7,0,11,41,3,0,2,3.5,0,benign
2026-05-14T06:55:00,host-47,svchost.exe,14,203,59.8,50,2,49,3,0,2,4.4,0,benign
2026-05-14T07:00:00,host-14,miner.exe,102,1309,20.9,28,0,36,1,0,0,4.1,0,suspicious
2026-05-14T07:05:00,host-47,outlook.exe,37,621,31.3,40,2,27,2,0,1,5.0,0,benign
2026-05-14T07:10:00,host-21,python.exe,17,1258,0.0,0,13,6,4,0,0,4.3,0,benign
2026-05-14T07:15:00,host-06,rclone.exe,37,1124,72.7,0,10,180,1,1,1,3.8,0,suspicious
2026-05-14T07:20:00,host-06,outlook.exe,46,638,0.0,16,10,51,1,0,2,4.1,0,benign
2026-05-14T07:25:00,host-36,encryptor.exe,92,525,343.0,264,242,0,2,1,114,8.4,0,suspicious
2026-05-14T07:30:00,host-15,powershell.exe,82,594,208.8,27,37,54,13,0,62,6.7,0,suspicious
2026-05-14T07:35:00,host-55,excel.exe,24,1217,6.3,1,1,31,2,0,3,3.9,0,benign
2026-05-14T07:40:00,host-03,outlook.exe,12,1363,73.6,47,9,56,1,0,0,4.2,0,benign
2026-05-14T07:45:00,host-51,encryptor.exe,94,1152,192.2,210,89,30,4,0,61,8.5,1,suspicious
2026-05-14T07:50:00,host-02,encryptor.exe,97,1580,305.2,442,150,38,2,0,12,8.3,1,suspicious
2026-05-14T07:55:00,host-11,explorer.exe,15,448,5.9,76,10,12,1,0,4,5.0,0,benign
2026-05-14T08:00:00,host-10,rclone.exe,56,77,43.9,115,4,284,5,1,1,4.9,0,suspicious
2026-05-14T08:05:00,host-09,miner.exe,94,1931,8.5,19,4,42,3,1,2,2.9,0,suspicious
2026-05-14T08:10:00,host-03,chrome.exe,4,556,24.7,0,3,38,1,0,1,4.0,0,benign
2026-05-14T08:15:00,host-36,python.exe,34,1609,19.0,59,0,36,2,0,0,4.2,0,benign
2026-05-14T08:20:00,host-49,miner.exe,94,1474,20.2,25,1,54,2,0,5,4.4,0,suspicious
2026-05-14T08:25:00,host-06,miner.exe,96,880,12.6,12,6,24,1,0,2,4.0,0,suspicious
2026-05-14T08:30:00,host-08,outlook.exe,22,212,0.0,70,0,40,2,1,2,3.7,0,benign
2026-05-14T08:35:00,host-09,miner.exe,99,1085,22.0,48,2,90,2,1,0,4.6,0,suspicious
2026-05-14T08:40:00,host-35,rclone.exe,36,1524,166.1,61,8,263,0,1,6,5.3,0,benign
2026-05-14T08:45:00,host-46,miner.exe,95,1867,29.9,32,3,15,3,0,3,6.1,0,suspicious
2026-05-14T08:50:00,host-26,encryptor.exe,91,1205,338.9,423,114,4,1,1,48,8.4,1,suspicious
2026-05-14T08:55:00,host-38,python.exe,44,802,19.4,20,3,48,1,0,0,4.8,0,benign
2026-05-14T09:00:00,host-48,chrome.exe,4,162,4.6,0,0,46,2,0,0,3.9,0,benign
2026-05-14T09:05:00,host-44,explorer.exe,21,1919,6.8,70,8,17,1,0,2,3.5,0,benign
2026-05-14T09:10:00,host-30,encryptor.exe,89,523,261.2,243,140,27,4,1,84,8.8,1,suspicious
2026-05-14T09:15:00,host-02,outlook.exe,25,510,0.0,101,0,0,4,0,3,3.9,0,benign
2026-05-14T09:20:00,host-43,powershell.exe,90,673,182.3,172,78,36,2,1,36,6.4,1,suspicious
2026-05-14T09:25:00,host-55,outlook.exe,31,702,0.0,35,5,47,2,0,0,5.5,0,benign
2026-05-14T09:30:00,host-41,code.exe,36,490,59.8,43,5,23,3,0,1,5.3,0,benign
2026-05-14T09:35:00,host-12,explorer.exe,29,904,0.0,53,4,28,2,0,0,4.4,0,benign
2026-05-14T09:40:00,host-30,teams.exe,14,647,71.0,0,5,36,3,0,1,5.0,0,suspicious
2026-05-14T09:45:00,host-51,rclone.exe,29,735,0.0,66,0,190,0,1,5,5.6,0,suspicious
2026-05-14T09:50:00,host-16,svchost.exe,0,1273,7.7,7,6,54,4,0,1,4.6,0,benign
2026-05-14T09:55:00,host-51,encryptor.exe,97,549,348.2,134,197,58,2,1,108,7.6,1,suspicious
2026-05-14T10:00:00,host-17,rclone.exe,67,1151,78.7,85,6,219,2,1,0,6.3,0,suspicious
2026-05-14T10:05:00,host-22,powershell.exe,64,1083,183.5,143,45,53,4,0,63,8.3,1,suspicious
2026-05-14T10:10:00,host-19,excel.exe,9,870,55.3,62,15,12,0,0,0,4.2,0,benign
2026-05-14T10:15:00,host-09,code.exe,18,1508,120.6,64,3,0,1,0,0,4.3,0,benign
2026-05-14T10:20:00,host-56,chrome.exe,49,875,0.0,65,8,0,0,0,2,4.0,0,benign
2026-05-14T10:25:00,host-22,excel.exe,5,224,38.9,49,8,17,0,0,0,5.1,0,benign
2026-05-14T10:30:00,host-18,chrome.exe,21,252,0.0,63,6,4,3,0,4,4.6,0,benign
2026-05-14T10:35:00,host-33,python.exe,23,881,13.9,56,6,40,2,0,3,4.5,0,benign
2026-05-14T10:40:00,host-25,excel.exe,34,801,5.6,95,0,48,6,0,1,3.6,0,benign
2026-05-14T10:45:00,host-17,chrome.exe,19,849,32.1,0,0,26,2,0,1,3.3,0,benign
2026-05-14T10:50:00,host-08,excel.exe,57,365,36.5,47,6,73,3,0,3,3.9,0,benign
2026-05-14T10:55:00,host-26,powershell.exe,84,189,179.8,63,121,29,4,0,17,7.9,0,suspicious
2026-05-14T11:00:00,host-30,outlook.exe,2,1104,0.0,1,7,43,0,0,0,5.4,0,benign
2026-05-14T11:05:00,host-06,teams.exe,13,952,31.3,37,4,32,2,0,0,4.4,0,benign
2026-05-14T11:10:00,host-57,explorer.exe,32,1636,23.8,26,4,2,5,0,0,4.2,0,benign
2026-05-14T11:15:00,host-19,miner.exe,97,1729,3.9,24,3,13,3,1,1,4.6,0,suspicious
2026-05-14T11:20:00,host-14,python.exe,37,1140,31.5,136,6,58,1,0,0,4.7,0,benign
2026-05-14T11:25:00,host-41,powershell.exe,75,917,207.3,50,100,20,10,0,66,6.4,1,suspicious
2026-05-14T11:30:00,host-50,outlook.exe,20,643,9.0,79,0,44,3,0,2,3.5,0,benign
2026-05-14T11:35:00,host-01,outlook.exe,27,1363,0.0,19,5,42,0,0,2,4.7,0,benign
2026-05-14T11:40:00,host-57,powershell.exe,70,863,122.5,137,39,66,3,1,80,8.3,1,suspicious
2026-05-14T11:45:00,host-34,explorer.exe,0,1652,48.2,39,0,15,0,0,0,4.5,0,benign
2026-05-14T11:50:00,host-48,powershell.exe,91,320,79.4,0,0,94,16,1,19,6.5,1,suspicious
2026-05-14T11:55:00,host-09,powershell.exe,78,529,97.9,141,31,54,6,1,63,6.6,0,suspicious
2026-05-14T12:00:00,host-18,explorer.exe,60,0,17.6,91,0,25,3,1,4,4.6,0,benign
2026-05-14T12:05:00,host-50,encryptor.exe,81,1393,325.3,219,210,2,5,1,120,8.2,1,suspicious
2026-05-14T12:10:00,host-39,encryptor.exe,91,535,450.8,289,227,39,1,1,105,8.3,1,suspicious
2026-05-14T12:15:00,host-49,explorer.exe,30,713,25.8,82,3,43,2,0,4,5.0,0,benign
2026-05-14T12:20:00,host-11,explorer.exe,31,1325,38.7,1,8,28,0,0,4,4.5,0,benign
2026-05-14T12:25:00,host-25,rclone.exe,18,1503,113.3,30,0,215,2,1,4,4.4,0,suspicious
2026-05-14T12:30:00,host-08,code.exe,1,774,37.9,61,0,1,2,0,2,4.0,0,benign
2026-05-14T12:35:00,host-41,code.exe,29,1922,0.0,41,2,32,2,0,1,5.1,1,benign
2026-05-14T12:40:00,host-36,powershell.exe,51,783,304.3,152,97,28,7,1,75,8.1,1,suspicious
2026-05-14T12:45:00,host-36,explorer.exe,0,337,21.2,30,0,29,1,0,0,4.1,0,benign
2026-05-14T12:50:00,host-50,svchost.exe,25,948,30.1,21,0,30,1,0,0,4.3,0,benign
2026-05-14T12:55:00,host-45,teams.exe,38,1045,24.8,44,0,38,6,0,2,4.8,0,benign
2026-05-14T13:00:00,host-31,svchost.exe,11,658,74.5,43,12,35,2,0,3,5.1,0,benign
2026-05-14T13:05:00,host-50,encryptor.exe,86,1604,459.3,246,193,1,1,1,86,8.0,1,suspicious
2026-05-14T13:10:00,host-24,powershell.exe,48,397,0.0,149,0,41,15,1,0,7.1,1,suspicious
2026-05-14T13:15:00,host-14,miner.exe,99,1214,25.6,0,0,35,2,1,1,4.5,0,suspicious
2026-05-14T13:20:00,host-51,powershell.exe,74,821,206.1,81,68,75,4,1,8,6.5,1,suspicious
2026-05-14T13:25:00,host-13,powershell.exe,72,729,113.7,111,0,42,8,0,61,6.6,0,suspicious
2026-05-14T13:30:00,host-46,teams.exe,4,807,55.0,46,10,11,4,0,1,4.4,0,benign
2026-05-14T13:35:00,host-06,svchost.exe,56,608,0.0,57,1,27,3,0,0,4.2,0,benign
2026-05-14T13:40:00,host-48,teams.exe,28,335,0.0,62,6,21,3,0,2,4.7,0,suspicious
2026-05-14T13:45:00,host-13,powershell.exe,86,577,142.9,173,73,85,13,0,31,4.2,1,suspicious
2026-05-14T13:50:00,host-32,powershell.exe,88,1119,137.9,280,79,1,6,1,47,5.9,1,suspicious
2026-05-14T13:55:00,host-03,powershell.exe,90,892,233.3,97,118,0,2,1,35,7.9,1,suspicious
2026-05-14T14:00:00,host-42,teams.exe,16,633,0.0,20,9,32,1,0,0,5.2,0,benign
2026-05-14T14:05:00,host-52,teams.exe,32,738,43.9,65,10,13,3,0,2,4.3,0,benign
2026-05-14T14:10:00,host-30,powershell.exe,90,1147,95.5,159,87,40,2,0,19,4.9,0,suspicious
2026-05-14T14:15:00,host-42,svchost.exe,0,899,69.3,16,7,18,2,0,0,3.9,0,benign
2026-05-14T14:20:00,host-37,powershell.exe,68,1122,161.9,150,75,25,8,1,54,6.6,0,suspicious
2026-05-14T14:25:00,host-30,powershell.exe,61,790,150.9,115,88,45,0,1,44,8.3,1,suspicious
2026-05-14T14:30:00,host-17,encryptor.exe,77,1808,451.2,342,190,53,5,1,99,8.3,1,suspicious
2026-05-14T14:35:00,host-04,miner.exe,100,2166,3.8,15,3,75,1,0,2,5.0,0,suspicious
2026-05-14T14:40:00,host-18,powershell.exe,59,648,20.9,172,87,32,8,1,12,7.0,0,suspicious
2026-05-14T14:45:00,host-54,explorer.exe,23,318,55.8,0,0,33,1,0,2,3.1,0,benign
2026-05-14T14:50:00,host-17,powershell.exe,95,654,0.0,147,129,77,10,1,24,8.5,0,suspicious
2026-05-14T14:55:00,host-50,svchost.exe,4,1664,31.5,27,0,81,2,0,3,4.0,0,benign
2026-05-14T15:00:00,host-40,python.exe,35,839,0.0,49,0,18,0,0,1,3.7,0,benign
2026-05-14T15:05:00,host-07,explorer.exe,15,1779,5.5,34,7,0,3,0,4,4.8,0,benign
2026-05-14T15:10:00,host-23,rclone.exe,87,266,0.0,73,15,193,6,1,1,3.1,0,suspicious
2026-05-14T15:15:00,host-09,python.exe,44,821,34.3,59,2,3,3,0,3,4.5,0,benign
2026-05-14T15:20:00,host-45,encryptor.exe,88,924,440.0,130,120,18,6,1,36,8.9,1,suspicious
2026-05-14T15:25:00,host-19,svchost.exe,45,1696,0.0,101,0,21,1,0,4,4.9,0,benign
2026-05-14T15:30:00,host-31,excel.exe,0,1419,15.5,0,2,39,2,0,5,4.9,0,benign
2026-05-14T15:35:00,host-37,teams.exe,31,235,18.2,0,0,71,2,0,0,3.9,0,benign
2026-05-14T15:40:00,host-06,chrome.exe,32,1542,3.6,0,0,3,3,0,0,5.2,0,benign
2026-05-14T15:45:00,host-09,chrome.exe,51,951,22.6,1,4,1,4,0,2,3.9,0,benign
2026-05-14T15:50:00,host-44,explorer.exe,18,1228,57.1,33,1,32,1,0,2,4.4,0,benign
2026-05-14T15:55:00,host-41,chrome.exe,34,539,29.9,64,3,90,5,0,3,5.4,0,benign
2026-05-14T16:00:00,host-41,teams.exe,35,1517,0.0,22,3,25,4,0,2,3.9,0,benign
2026-05-14T16:05:00,host-42,encryptor.exe,94,1381,318.3,538,136,23,4,1,123,8.6,0,suspicious
2026-05-14T16:10:00,host-58,excel.exe,52,66,0.0,69,0,42,4,0,0,3.7,0,benign
2026-05-14T16:15:00,host-05,encryptor.exe,88,1087,528.7,253,201,13,2,1,38,7.9,1,suspicious
2026-05-14T16:20:00,host-05,miner.exe,95,953,11.0,42,1,59,5,1,0,4.7,0,suspicious
2026-05-14T16:25:00,host-08,svchost.exe,28,841,33.6,69,5,22,4,0,0,2.4,0,benign
2026-05-14T16:30:00,host-10,encryptor.exe,85,1388,267.3,349,147,24,4,1,88,8.1,1,suspicious
2026-05-14T16:35:00,host-49,encryptor.exe,89,1046,350.7,179,69,35,5,0,96,8.8,1,suspicious
2026-05-14T16:40:00,host-02,svchost.exe,29,948,15.5,2,5,42,2,0,4,3.9,0,benign
2026-05-14T16:45:00,host-33,excel.exe,20,1730,31.7,9,1,58,4,0,1,4.4,0,benign
2026-05-14T16:50:00,host-21,svchost.exe,46,717,45.2,0,1,56,5,0,0,4.6,0,benign
2026-05-14T16:55:00,host-46,svchost.exe,0,249,20.2,0,2,0,5,0,0,4.5,0,benign
2026-05-14T17:00:00,host-04,rclone.exe,39,470,117.3,0,2,177,1,1,6,3.6,0,suspicious
2026-05-14T17:05:00,host-04,excel.exe,16,695,19.2,47,0,24,0,0,0,3.6,0,benign
2026-05-14T17:10:00,host-46,outlook.exe,0,1135,20.2,69,7,26,2,0,2,3.2,0,benign
2026-05-14T17:15:00,host-15,explorer.exe,22,1549,100.8,83,0,46,3,0,0,4.3,0,benign
2026-05-14T17:20:00,host-17,rclone.exe,56,815,130.8,0,19,72,0,1,0,5.0,0,suspicious
2026-05-14T17:25:00,host-46,rclone.exe,39,1186,51.0,11,0,168,0,1,4,3.2,0,suspicious
2026-05-14T17:30:00,host-54,encryptor.exe,82,1506,359.7,218,192,0,0,1,95,8.4,0,suspicious
2026-05-14T17:35:00,host-49,rclone.exe,26,935,56.7,25,5,171,3,1,0,5.1,0,suspicious
2026-05-14T17:40:00,host-53,code.exe,28,634,5.7,62,0,50,0,0,0,5.6,0,benign
2026-05-14T17:45:00,host-32,explorer.exe,28,625,0.0,45,1,52,0,0,0,4.1,0,benign
2026-05-14T17:50:00,host-36,encryptor.exe,88,936,317.6,281,134,25,2,1,133,8.6,1,suspicious
2026-05-14T17:55:00,host-02,svchost.exe,19,277,29.7,22,1,16,8,0,0,3.3,0,benign
2026-05-14T18:00:00,host-21,powershell.exe,89,643,119.2,133,105,52,5,0,75,7.0,1,suspicious
2026-05-14T18:05:00,host-51,chrome.exe,41,1259,26.6,16,5,28,1,0,0,4.9,0,benign
2026-05-14T18:10:00,host-32,outlook.exe,12,891,0.0,71,0,46,0,0,1,3.4,0,benign
2026-05-14T18:15:00,host-04,rclone.exe,53,595,0.0,132,0,166,2,1,5,5.7,0,suspicious
2026-05-14T18:20:00,host-52,excel.exe,38,316,70.5,13,3,1,0,0,0,4.1,0,benign
2026-05-14T18:25:00,host-05,powershell.exe,66,432,108.6,189,79,37,2,1,9,8.0,0,suspicious
2026-05-14T18:30:00,host-26,miner.exe,95,1170,1.7,29,1,122,5,1,2,4.3,0,benign
2026-05-14T18:35:00,host-54,rclone.exe,50,844,147.0,0,16,167,0,1,0,5.7,0,suspicious
2026-05-14T18:40:00,host-18,chrome.exe,20,248,10.3,130,7,23,1,0,1,4.0,0,benign
2026-05-14T18:45:00,host-26,powershell.exe,84,349,198.3,119,0,43,1,0,30,8.5,0,suspicious
2026-05-14T18:50:00,host-19,teams.exe,3,1813,19.7,73,2,26,2,0,2,3.7,0,suspicious
2026-05-14T18:55:00,host-20,teams.exe,36,951,22.5,26,0,21,3,0,1,4.9,0,benign
2026-05-14T19:00:00,host-23,miner.exe,98,883,0.0,0,1,108,2,1,6,4.9,0,suspicious
2026-05-14T19:05:00,host-19,excel.exe,15,1393,45.7,0,0,18,3,0,6,4.0,0,benign
2026-05-14T19:10:00,host-39,python.exe,18,0,23.1,34,9,30,0,0,0,3.6,0,benign
2026-05-14T19:15:00,host-31,chrome.exe,21,662,43.9,64,6,69,1,0,0,3.7,0,benign
2026-05-14T19:20:00,host-36,outlook.exe,44,870,21.4,58,0,12,3,1,0,4.3,0,benign
2026-05-14T19:25:00,host-46,svchost.exe,24,1228,40.9,44,8,48,4,0,4,4.2,0,benign
2026-05-14T19:30:00,host-27,miner.exe,102,2013,44.2,32,3,18,3,0,1,4.6,1,suspicious
2026-05-14T19:35:00,host-36,encryptor.exe,92,1681,528.3,388,281,28,3,1,85,8.1,0,suspicious
2026-05-14T19:40:00,host-22,teams.exe,19,617,32.6,67,0,0,4,0,2,5.3,0,benign
2026-05-14T19:45:00,host-01,encryptor.exe,96,1484,562.7,20,152,42,2,1,84,8.5,0,suspicious
2026-05-14T19:50:00,host-32,powershell.exe,66,986,192.3,197,25,0,8,1,60,6.3,0,suspicious
2026-05-14T19:55:00,host-39,miner.exe,101,1433,13.6,20,5,37,0,1,0,4.4,0,suspicious
2026-05-14T20:00:00,host-43,explorer.exe,68,606,30.0,25,8,28,5,0,4,4.7,0,benign
2026-05-14T20:05:00,host-01,outlook.exe,21,549,11.6,0,7,0,2,1,3,3.2,0,benign
2026-05-14T20:10:00,host-35,excel.exe,10,0,40.3,21,0,26,4,0,6,3.8,0,benign
2026-05-14T20:15:00,host-34,explorer.exe,0,2313,7.6,23,8,75,4,0,1,3.2,0,benign
2026-05-14T20:20:00,host-47,chrome.exe,33,770,58.0,65,6,0,5,0,4,5.5,0,benign
2026-05-14T20:25:00,host-29,chrome.exe,45,1362,0.0,30,0,40,0,0,3,4.0,0,benign
2026-05-14T20:30:00,host-14,excel.exe,36,79,0.0,36,2,37,1,0,1,4.4,0,benign
2026-05-14T20:35:00,host-56,outlook.exe,38,0,0.0,37,2,44,2,0,0,4.3,0,benign
2026-05-14T20:40:00,host-32,rclone.exe,52,286,40.8,86,6,65,1,1,0,5.1,0,suspicious
2026-05-14T20:45:00,host-56,encryptor.exe,90,1091,263.4,247,101,8,3,1,177,7.9,0,suspicious
2026-05-14T20:50:00,host-27,powershell.exe,91,565,124.7,90,14,20,6,0,46,6.6,1,suspicious
2026-05-14T20:55:00,host-05,teams.exe,38,1558,15.3,4,3,39,1,0,2,4.6,0,benign
2026-05-14T21:00:00,host-11,encryptor.exe,84,1286,373.6,73,185,35,4,1,26,8.9,1,suspicious
2026-05-14T21:05:00,host-49,powershell.exe,88,554,206.0,0,28,0,4,1,76,7.0,1,suspicious
2026-05-14T21:10:00,host-39,outlook.exe,15,1617,0.0,14,3,37,1,1,2,5.5,0,benign
2026-05-14T21:15:00,host-27,code.exe,1,1025,46.9,53,3,0,2,0,0,4.2,0,benign
2026-05-14T21:20:00,host-29,explorer.exe,33,412,0.0,49,0,76,6,0,0,4.6,0,benign
2026-05-14T21:25:00,host-04,explorer.exe,25,964,0.0,63,2,42,2,0,1,4.8,0,benign
2026-05-14T21:30:00,host-34,svchost.exe,1,389,27.1,37,0,20,4,1,1,4.9,0,benign
2026-05-14T21:35:00,host-41,teams.exe,36,2131,0.4,0,3,23,3,0,1,4.2,0,benign
2026-05-14T21:40:00,host-13,teams.exe,48,1442,15.8,0,2,11,2,0,1,3.7,0,benign
2026-05-14T21:45:00,host-29,encryptor.exe,90,1582,442.3,395,198,39,6,1,30,8.2,1,suspicious
2026-05-14T21:50:00,host-28,teams.exe,27,1462,15.4,46,7,0,1,0,1,5.2,0,benign
2026-05-14T21:55:00,host-58,powershell.exe,75,820,199.6,63,42,46,12,0,31,6.6,1,suspicious
2026-05-14T22:00:00,host-03,miner.exe,101,1284,10.6,0,0,75,3,1,2,6.1,0,suspicious
2026-05-14T22:05:00,host-18,outlook.exe,7,947,51.3,94,6,84,1,0,3,3.2,0,benign
2026-05-14T22:10:00,host-12,miner.exe,93,1496,30.1,20,0,23,0,1,2,4.0,0,suspicious
2026-05-14T22:15:00,host-53,code.exe,37,522,0.0,45,15,49,2,1,0,3.6,0,benign
2026-05-14T22:20:00,host-37,miner.exe,98,1554,0.0,16,7,64,1,1,4,4.6,0,suspicious
2026-05-14T22:25:00,host-12,excel.exe,29,648,39.4,43,8,21,8,0,0,3.7,0,benign
2026-05-14T22:30:00,host-59,excel.exe,28,224,10.5,61,15,3,2,0,0,3.9,0,benign
2026-05-14T22:35:00,host-19,svchost.exe,7,717,0.0,68,0,0,1,0,3,5.1,0,suspicious
2026-05-14T22:40:00,host-04,chrome.exe,0,1118,0.0,38,4,36,4,0,1,4.0,0,benign
2026-05-14T22:45:00,host-51,encryptor.exe,91,1380,296.5,422,226,40,3,1,123,8.5,0,suspicious
2026-05-14T22:50:00,host-36,rclone.exe,31,781,0.0,83,0,147,2,1,1,4.9,0,suspicious
2026-05-14T22:55:00,host-59,rclone.exe,3,728,36.6,67,0,145,3,1,3,3.8,0,suspicious
2026-05-14T23:00:00,host-28,outlook.exe,25,707,87.4,26,5,11,3,0,0,4.3,0,benign
2026-05-14T23:05:00,host-01,svchost.exe,0,1783,0.0,31,11,26,2,0,0,4.2,0,benign
2026-05-14T23:10:00,host-03,python.exe,0,1130,24.0,109,3,6,2,0,2,4.3,0,benign
2026-05-14T23:15:00,host-37,powershell.exe,99,724,205.1,191,81,16,9,0,46,7.5,0,suspicious
2026-05-14T23:20:00,host-08,encryptor.exe,99,261,362.7,290,98,38,2,0,140,8.8,1,suspicious
2026-05-14T23:25:00,host-08,powershell.exe,108,941,80.0,22,93,38,2,1,30,7.3,0,suspicious
2026-05-14T23:30:00,host-06,code.exe,17,634,48.3,30,10,75,1,0,1,4.9,0,benign
2026-05-14T23:35:00,host-54,rclone.exe,71,856,124.2,70,3,153,5,1,5,4.7,0,suspicious
2026-05-14T23:40:00,host-39,rclone.exe,22,518,47.9,76,13,85,1,1,4,4.5,0,suspicious
2026-05-14T23:45:00,host-10,python.exe,13,770,48.2,5,0,61,2,0,2,4.3,0,benign
2026-05-14T23:50:00,host-56,powershell.exe,60,1091,111.4,67,63,65,10,0,52,6.9,1,suspicious
2026-05-14T23:55:00,host-20,code.exe,0,1324,8.0,96,0,25,1,0,0,5.4,0,benign
2026-05-15T00:00:00,host-31,python.exe,15,583,14.4,0,3,56,5,0,0,3.8,0,benign
2026-05-15T00:05:00,host-14,chrome.exe,23,1696,19.6,54,0,0,1,0,2,4.5,0,benign
2026-05-15T00:10:00,host-52,encryptor.exe,77,976,535.9,528,153,12,0,1,90,8.7,0,suspicious
2026-05-15T00:15:00,host-54,outlook.exe,35,646,31.5,53,3,50,0,0,0,3.4,0,benign
2026-05-15T00:20:00,host-31,powershell.exe,93,791,97.1,129,99,76,7,0,1,6.5,1,suspicious
2026-05-15T00:25:00,host-09,excel.exe,5,1414,0.0,4,0,33,3,0,3,4.3,0,benign
2026-05-15T00:30:00,host-02,code.exe,10,584,0.0,24,6,73,0,0,0,4.8,0,benign
2026-05-15T00:35:00,host-50,explorer.exe,25,492,26.8,32,2,17,4,0,3,5.1,0,benign
2026-05-15T00:40:00,host-36,powershell.exe,85,1481,164.8,169,82,37,7,1,45,7.8,1,suspicious
2026-05-15T00:45:00,host-26,excel.exe,55,629,44.2,50,5,27,0,0,4,4.4,0,benign
2026-05-15T00:50:00,host-02,svchost.exe,26,321,15.4,61,1,22,2,0,0,4.6,0,benign
2026-05-15T00:55:00,host-59,svchost.exe,38,993,47.3,84,7,16,3,0,0,3.4,0,benign
2026-05-15T01:00:00,host-34,chrome.exe,44,976,53.7,53,0,41,3,0,0,4.4,0,benign
2026-05-15T01:05:00,host-51,code.exe,0,967,55.7,9,2,20,1,0,0,4.2,0,benign
2026-05-15T01:10:00,host-47,chrome.exe,38,379,0.0,7,6,37,4,0,0,4.9,0,benign
